orphaID	label	genes	n_genes	description	roots
Orphanet:178345	Aromatase excess syndrome	CYP19A1	1	A rare, genetic endocrine disease characterized by increased levels of estrogen due to elevated extraglandular aromatase activity. Males present with heterosexual precocious puberty which manifests with pre- or peripubertal onset of gynecomastia, premature growth spurt, accelerated bone maturation resulting in decreased adult stature, and may present mild hypogonadotropic hypogonadism. Female patients may have isosexual precocious puberty or not have any manifestations at all.	Rare genetic endocrine disease;Rare genetic gynecological and obstetrical diseases
Orphanet:178355	Smith-McCort dysplasia	DYM;RAB33B	2	Smith-McCort dysplasia (SMC) is a rare spondylo-epi-metaphyseal dysplasia characterized by the clinical manifestations of coarse facies, short neck, short trunk dwarfism with barrel-shaped chest and rhizomelic limb shortening, as well as specific radiological features (i.e. generalized platyspondyly with double-humped vertebral end plates and iliac crests with a lace-like appearance) and normal intelligence. The clinical and skeletal features are similar to those seen in the allelic disorder Dyggve-Melchior-Clausen syndrome (DMC; see this term), but can be distinguished from this syndrome by the absence of intellectual deficiency and microcephaly in SMC.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:178338	UV-sensitive syndrome	ERCC6;ERCC8;UVSSA	3	NA	Rare genetic skin disease
Orphanet:178342	Inflammatory myofibroblastic tumor	TPM3;ALK;RANBP2;CLTC;CARS;TPM4	6	Inflammatory myofibroblastic tumor is a rare neoplastic lesion of the submucosal stroma, which can develop in any organ, often occurring in the lung, mesentery, omentum and the retroperitoneal region. It is histologically heterogenous, composed of spindle-shaped cells, myofibroblasts and inflammatory cells. It is usually benign, however local invasion, recurrence, malignant transformation with vascular invasion and metastases may occur. The presentation is nonspecific and depends on the organ involved. Some patients may present with paraneoplastic syndrome (fever, malaise, weight loss, anemia, thrombocytosis) or symptoms related to compression of adjacent organs, such as bowel obstruction.	
Orphanet:117	Behçet disease	IL10;HLA-B;FAS;UBAC2;IL23R;MEFV;STAT4;C4A;IL12A;TLR4;CCR1;KLRC4;IL12A-AS1;ERAP1	14	A rare, chronic, relapsing, multisystemic vasculitis characterized by mucocutaneous lesions, as well as articular, vascular, ocular and central nervous system manifestations.	
Orphanet:178509	Perry syndrome	DCTN1	1	A rare inherited neurodegenerative disorder characterized by rapidly progressive early-onset parkinsonism, central hypoventilation, weight loss, insomnia and depression.	Rare genetic neurological disorder
Orphanet:177926	Symptomatic form of hemophilia A in female carriers	F8	1	 gene (Xq28), encoding coagulation factor VIII.	Rare genetic hematologic disease
Orphanet:177929	Symptomatic form of hemophilia B in female carriers	F9	1	 gene (Xq28), encoding coagulation factor IX.	Rare genetic hematologic disease
Orphanet:177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	SNORD115@;SNRPN;MAGEL2;NDN;OCA2;SNORD116@	6	NA	NA
Orphanet:423	Malignant hyperthermia of anesthesia	RYR1;CACNA1S	2	Malignant hyperthermia (MH) is a pharmacogenetic disorder of skeletal muscle that presents as a hypermetabolic response to potent volatile anesthetic gases such as halothane, sevoflurane, desflurane and the depolarizing muscle relaxant succinylcholine, and rarely, to stresses such as vigorous exercise and heat.	Rare genetic neurological disorder
Orphanet:177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	SNORD115@;SNRPN;MAGEL2;NDN;OCA2;SNORD116@	6	NA	NA
Orphanet:177907	Prader-Willi syndrome due to translocation	SNRPN	1	NA	Rare genetic gynecological and obstetrical diseases;Rare genetic endocrine disease;Genetic infertility;Rare genetic developmental defect during embryogenesis
Orphanet:177910	Prader-Willi syndrome due to imprinting mutation	SNORD115@;SNRPN;MAGEL2;NDN;SNORD116@	5	NA	Rare genetic gynecological and obstetrical diseases;Rare genetic endocrine disease;Genetic infertility;Rare genetic developmental defect during embryogenesis
Orphanet:388	Hirschsprung disease	RET;ECE1;EDN3;EDNRB;GDNF;NRTN;SEMA3C;SEMA3D	8	Hirschsprung disease (HSCR) is a congenital intestinal motility disorder that is characterized by signs of intestinal obstruction due to the presence of an aganglionic segment of variable extent in the terminal part of the colon.	Rare genetic gastroenterological disease
Orphanet:178333	Åland Islands eye disease	CACNA1F	1	An X-linked recessive retinal disease characterized by fundus hypopigmentation, decrased visual acuity, nystagmus, astigmatism, progressive axial myopia, defective dark adaptation and protanopia.	Rare genetic eye disease
Orphanet:760	Purine nucleoside phosphorylase deficiency	PNP	1	Purine nucleoside phosphorylase (PNP) deficiency is a disorder of purine metabolism characterized by progressive immunodeficiency leading to recurrent and opportunistic infections, autoimmunity and malignancy as well as neurologic manifestations.	Rare inborn errors of metabolism;Rare genetic immune disease
Orphanet:178330	OBSOLETE: Heinz body anemia	HBB	1	NA	NA
Orphanet:270	Oculopharyngeal muscular dystrophy	PABPN1	1	Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder
Orphanet:244	Primary ciliary dyskinesia	DNAH1;PIH1D3;DNAJB13;TTC25;MCIDAS;OFD1;DNAH11;DNAH5;DNAI1;NME8;DNAI2;DNAAF2;RSPH9;RSPH4A;DNAAF1;CCDC39;CCDC40;DNAL1;DNAAF3;CCDC103;DNAAF5;HYDIN;LRRC6;CCDC114;DRC1;ARMC4;DNAAF4;RSPH1;ZMYND10;CFAP298;CCDC65;SPAG1;CCNO;CCDC151;RSPH3;GAS8;RPGR;STK36;CFAP300	39	A rare, genetically heterogeneous, primarily respiratory disorder characterized by chronic upper and lower respiratory tract disease. Approximately half of the patients have an organ laterality defect (situs inversus totalis or situs ambiguus/heterotaxy).	Ciliopathy;Genetic infertility
Orphanet:178307	Reticulate acropigmentation of Kitamura	ADAM10	1	A rare, genetic, hyperpigmentation of the skin disease characterized by childhood to adulthood-onset of reticulate, slightly depressed, sharply demarcated, brown, macular skin lesions without hypopigmentation, affecting the dorsa of the hands and feet, and, occasionally, progressing to involve limbs, neck, forehead and/or trunk. Interrupted dermatoglyphics and palmoplantar pits may be additionally observed. Histologically, hyperpigmented lesions show slightly elongated and thinned rete ridges, mild hyperkeratosis without parakeratosis and absence of incontinentia pigmenti.	Rare genetic skin disease
Orphanet:805	Tuberous sclerosis complex	TSC1;TSC2	2	Tuberous sclerosis complex (TSC) is a neurocutaneous disorder characterized by multisystem hamartomas and associated with neuropsychiatric features.	Rare genetic neurological disorder;Inherited cancer-predisposing syndrome;Rare genetic renal disease;Rare genetic skin disease;Rare genetic developmental defect during embryogenesis
Orphanet:178145	Moderate multiminicore disease with hand involvement	RYR1	1	NA	Rare genetic neurological disorder
Orphanet:791	Retinitis pigmentosa	SCAPER;IFT88;REEP6;ARHGEF18;AHI1;AGBL5;ABCA4;PRCD;PRPF3;PRPF31;PRPF8;PRPH2;RDH12;RGR;RHO;RLBP1;ROM1;RP1;RP2;RP9;RPE65;RPGR;SAG;BBS2;BEST1;CA4;CERKL;TTC8;TULP1;USH2A;CLRN1;CNGA1;CRB1;CRX;ARL6;FSCN2;HGSNAT;IMPDH1;MERTK;NR2E3;NRL;OFD1;PDE6A;PDE6B;SEMA4A;CNGB1;TOPORS;PROM1;LRAT;EYS;IDH3B;SPATA7;GUCA1B;KLHL7;SNRNP200;PCARE;PDE6G;IMPG2;FAM161A;ZNF513;CDHR1;DHDDS;PRPF6;MAK;RBP3;C8ORF37;IFT140;ZNF408;ARL2BP;NEK2;IFT172;TUB;KIZ;SLC7A14;PRPF4;AHR;ARL3;POMGNT1	78	Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.	Rare genetic eye disease;Ciliopathy
Orphanet:2131	Alternating hemiplegia of childhood	CACNA1A;ATP1A2;ATP1A3;SLC1A3	4	A rare, genetic, neurodevelopmental disorder characterized by early-onset of recurrent, transient episodes of hemiplegia (including quadriplegia), which typically disappear upon sleep.	Rare genetic neurological disorder
Orphanet:713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	PGK1	1	A rare inborn errors of metabolism characterized by variable combinations of non-spherocytic hemolytic anemia, myopathy, and various central nervous system abnormalities.	Rare inborn errors of metabolism;Rare genetic neurological disorder;Rare genetic hematologic disease
Orphanet:57	Glycogen storage disease due to aldolase A deficiency	ALDOA	1	Glycogen storage disease due to aldolase A deficiency is an extremely rare glycogen storage disease (see this term) characterized by hemolytic anemia with or without myopathy or intellectual deficit. Myopathy can be severe enough to result in fatal rhabdomyolysis in some patients. A family with episodic rhabdomyolysis (triggered by fever) without hemolytic anemia has recently been reported.	Rare inborn errors of metabolism;Rare genetic hematologic disease
Orphanet:2334	Autosomal dominant keratitis	PAX6	1	Hereditary keratitis is characterised by opacification and vascularisation of the cornea, often associated with macula hypoplasia.	Rare genetic eye disease
Orphanet:46	Adenylosuccinate lyase deficiency	ADSL	1	A disorder of purine metabolism characterized by intellectual disability, psychomotor delay and/or regression, seizures, and autistic features.	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:3166	Sialuria	GNE	1	Sialuria is an extremely rare metabolic disorder described in fewer than 10 patients to date and characterized by variable signs and symptoms, mostly in infancy, including transient failure to thrive, slightly prolonged neonatal jaundice, equivocal or mild hepatomegaly, microcytic anemia, frequent upper respiratory infections, gastroenteritis, dehydration and flat and coarse facies. Learning difficulties and seizures may occur in childhood.	Rare inborn errors of metabolism
Orphanet:2882	Sitosterolemia	ABCG5;ABCG8	2	 (2p21) genes.	Rare inborn errors of metabolism;Rare genetic endocrine disease
Orphanet:900	Granulomatosis with polyangiitis	HLA-DPA1;HLA-DPB1;CTLA4;PTPN22;PRTN3	5	A rare anti-neutrophil cytoplasmic antibodies (ANCA)-associated vasculitis characterized by necrotizing inflammation of small and medium vessels (capillaries, venules and arterioles), resulting in tissue ischemia.	
Orphanet:171695	Parkinsonian-pyramidal syndrome	SNCA;FBXO7	2	Parkinsonian-pyramidal syndrome is a rare, genetic, neurological disorder characterized by the association of both parkinsonian (i.e. bradykinesia, rigidity and/or rest tremor) and pyramidal (i.e. increased reflexes, extensor plantar reflexes, pyramidal weakness or spasticity) manifestations, which vary according to the underlying associated disease (e.g. neurodegenerative disease, inborn errors of metabolism).	Rare genetic neurological disorder
Orphanet:134	Beta-ketothiolase deficiency	ACAT1	1	A rare organic aciduria affecting ketone body metabolism and the catabolism of isoleucine and characterized by intermittent ketoacidotic episodes associated with vomiting, dyspnea, tachypnoea, hypotonia, lethargy and coma, with an onset during infancy or toddlerhood and usually ceasing by adolescence.	Rare inborn errors of metabolism
